"","primary_drug_concept_id_list","secondary_drug_concept_id_list","excluding_drug_concept_id_list","regimen_concept_id","regimen_name"
"505","1378382","","793846;955632;1305058;1310317;1311409;1314273;1314924;1318011;1337620;1338512;1343346;1344354;1344905;1350504;1359548;1366689;1378509;1387104;1397141;1397599;19078187;40167554;40238188;42629079;42801287;43525787;43533090;44818489;45775965;45892579",35804153,"Paclitaxel and RT"
"506","1390051","1551099;1351779;1308290","1338512;1350504;19008264",35805849,"LOPP"
"507","1305058","1391846;1310317","1338512",35806958,"Cyclophosphamide, Lomustine, Methotrexate"
"508","42900250","","",35806836,"ADT and Enzalutamide"
"509","1551099","1310317;1311799;1308290","1314273;19012585",35804040,"Cyclophosphamide, Daunorubicin, Vincristine, Prednisone"
"510","1338512","19054997;1551099;1310317;1308290","",35805653,"CHOP, then 131Iodine-Tositumomab"
"511","19015523","1396729;1314273","",35101649,"BR and Polatuzumab vedotin"
"512","1391846","1551099;1351779;1308290","",35805846,"COPP (CCNU)"
"513","1355705","","",35806364,"Larotrectinib monotherapy"
"514","1388796","955632","1305058;1310317;1314924;1315411;1315942;1318011;1350504;1367268;1389036;1389464;1397141;1397599;19100985;35603068;40244266;44818489",35804764,"Intraperitoneal 5-FU"
"515","1395557","","1301267;1304850;1309188;1310317;1311078;1312706;1314273;1318011;1333357;1518254;1551099;19009705;19015523;19051599;19054997;19068830;19078097;19137385;40167582;44507676",35803491,"Fludarabine and TBI, then allo HSCT"
"516","1344905","1315411;955632","",35805767,"Carboplatin, Fluorouracil, Cetuximab, RT"
"517","1314273","1551099;1310317;1350504;1308290","1305058;1311078;1338512;1518254;19008336;19078187;19136750",35805032,"R-CEOP (Etoposide)"
"518","745466","19024728","",35803534,"Decitabine and Valproate"
"519","1344354","1310317;1308290;1550557","1314273",35102029,"CEOP (Prednisolone)"
"520","1388796","1367268;1315411;955632","",35804792,"FOLFIRI and Cetuximab"
"521","1314273","1310317","1305058;1308290;1309188;1311078;1311799;1312706;1314924;1329241;1336825;1337651;1338512;1344354;1350066;1350504;1351779;1395557;1397599;1506270;1518254;1550557;1551099;1593155;19008264;19008336;19012585;19026972;19031224;19051649;19054825;19068830;19078187;19136750;19137042;40175460;42874135",35805056,"R-TBI/Cy, then auto HSCT"
"522","1350066","1311409;1308290","",35806143,"BVD"
"523","19008336","","1305058;1308290;1310317;1311078;1311409;1314273;1329241;1338512;1344354;1344905;1350504;1389036;1397599;1518254;1551099;19078187;19136750;35197850;40175460",35806440,"Vindesine monotherapy"
"524","1314924","1337620","1315942",35804557,"Capecitabine and Gemcitabine"
"525","1315942","955632","1318011;1344905;1377141;1388796;1397141;1397599",35805352,"Docetaxel, Fluorouracil, RT"
"526","1301267","","955632;1308290;1310317;1311078;1312706;1314273;1333357;1336825;1338512;1350066;1350504;1395557;1397599;1436678;1506270;1518254;1550557;1551099;19015523;19026972;19054821;19068830;19137042;35605744;36879099;42873638",35804011,"Melphalan monotherapy"
"527","40238188","","1311409;1344905;1378382;45892628",35806118,"Ipilimumab monotherapy"
"528","19078097","19009705;1311078;1304850;1395557","",35803457,"FLAG-Ida"
"529","46221435","42873638","",35806323,"Carfilzomib and Panobinostat"
"530","19026972","1301267;1518254","1336825;1551099",35806057,"MRD"
"531","42873638","1518254","1310317;1314273;19026972;19137042;35605744;43014237",35806309,"Kd"
"532","1318011","40168303;955632","1315411;1367268;1397141",35101642,"mFOLFOX7 (L-Leucovorin)"
"533","1315942","","955632;1310317;1314924;1315411;1318011;1337620;1338512;1344354;1344381;1344905;1349025;1366689;1367268;1377141;1387104;1388796;1397141;1397599;1550557;1551099;35198201;40238052;42801287;44818489",35101640,"TH (Taxotere/SC)"
"534","1305058","1436650;1308290","1310317;1311078;1338512;1350504;1437379;1518254;1551099;19012585",35804058,"Mercaptopurine, Methotrexate, Vincristine"
"535","1344905","1378382;1397141","42629079",35806122,"ABC"
"536","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35804775,"mFOLFOX7"
"537","1311078","1363387","1311799;19078097",35803512,"IDAC and Sorafenib"
"538","40239056","","1551099",35806837,"ADT and Abiraterone"
"539","1367268","","955632;1308290;1310317;1311443;1314924;1315411;1315942;1318011;1337620;1338512;1341149;1344905;1350504;1366689;1388796;1389036;1397141;1397599;19078187;19100985;40168303;40244266;44818489;46221699",35803692,"Irinotecan monotherapy"
"540","1305058","1310317;1518254;1350504","1308290;1311078;1314273;1338512;1436650;1551099;19008336;19012585;19078187;19136750",35806635,"CMED"
"541","1338512","1551099;1310317;19086176;1308290","",35805093,"CHOP-BCG"
"542","1311078","1311799","903643;1305058;1308290;1310317;1314865;1350504;1355795;1363387;1394023;1436650;1437379;1518254;1550557;1551099;1594003;19012585;19054825;19136750;42799711;45775576",35803439,"5 plus 2d"
"543","1551099","19008264;1350504","1308290;1309188;1310317;1329241;1338512;1351779;1390051;1394337",35805982,"Etoposide, Vinblastine, Prednisone"
"544","1338512","1311443;19078187;1310317;1350504;1308290","1367268",35805458,"VAdCA/IE"
"545","1344905","1315942;955632","",35805358,"Carboplatin, Docetaxel, Fluorouracil"
"546","45892075","1304044","",35804297,"Fulvestrant and Palbociclib"
"547","1355509","","",35804763,"Hepatic arterial chemotherapy"
"548","1338512","1305058;19078187;1311078;1310317;1350504;1308290","1314273;1518254;1551099;19008336;19136750",35805752,"dmCODOX-M/IVAC - Modified Magrath"
"549","1305058","1311078","794068;955632;1304107;1308290;1310317;1311799;1314273;1329241;1338512;1350504;1358436;1394023;1397599;1436650;1437379;1506270;1518254;1550557;1551099;19008336;19011440;19012585;19051649;19078097;19078187;19128219;19136750;19137385;40175460;43013182",35804377,"CYM"
"550","1395557","1309188","1310317;1314273;1518254;1551099",35805643,"FM"
"551","1338512","1329241;1551099;19008264;1351779;1394337;1308290","1311409",35805805,"MOPP-ABV"
"552","19012585","1311078;1436650;1310317;1308290","1305058;1338512;1350504;1437379;1518254",35804055,"Augmented BFM consolidation"
"553","1305058","1350066;1506270;1350504","",35804423,"MVBP"
"554","40241969","1311409","1338512;19008264",35805821,"Brentuximab vedotin and Dacarbazine"
"555","1338512","19136210","955632;1329241;1391846;19008264",35806578,"Doxorubicin and Streptozocin"
"556","1344905","1329241;1397599;1308290","",35807016,"C-BOP"
"557","1344905","1378382","1314924;1337620;1350504;1387104;1397141;40238188;42629079;45775965;45892579",35803572,"Carboplatin and Paclitaxel"
"558","1338512","44507676;1551099;1310317;1308290","",35805634,"G-CHOP"
"559","1397599","955632","1314924;1315411;1315942;1337620;1344354;1350504;1377141;1378382;1387104;1388796;1389036;1397141;19051649;19100985",35803676,"Cisplatin and Fluorouracil"
"560","1397141","1367268","955632;1318011;1337620;1366689;1388796;40168303",35803693,"Irinotecan and Bevacizumab"
"561","35200803","","",35806428,"Dacomitinib monotherapy"
"562","1305058","19051649;19078187;1314273;1311078;1310317;1350504;1308290","",35804383,"R-CODOX-M/R-IVAC (Doxil substituted)"
"563","19051649","1336825;1310317;1518254","",35806653,"PAD/VCD"
"564","19012585","","1304107;1305058;1308290;1310317;1311078;1311799;1314273;1314924;1318011;1338512;1350504;1354698;1436650;1437379;1518254;1550557;1551099;19078187;19136750",35806981,"L-asparaginase monotherapy"
"565","1338512","1397599;1301267;19137042;1336825;1310317;1518254;1350504","",35806304,"Total Therapy"
"566","1329241","1551099;19008264;1310317;1351779;1309188;1350504","",35805825,"VEPEMB"
"567","46221435","","1311078;1314273;1336825;1518254;19026972;19078097;19137042;42873638",35803523,"Panobinostat monotherapy"
"568","792649","","1304044;1315946;1348265",35804258,"Abemaciclib monotherapy"
"569","793846","1337620","",35804316,"Capecitabine and Neratinib"
"570","955632","1377141","1315942;1397599",35805769,"Fluorouracil, Hydroxyurea, RT"
"571","1344905","1305058;1310317;1350504;1308290","",35806111,"Carboplatin, Cyclophosphamide, Etoposide, Methotrexate, Vincristine"
"572","1397141","","955632;1304919;1310317;1314273;1314924;1315942;1315946;1318011;1325363;1337620;1338512;1341149;1343346;1344354;1344905;1350504;1366689;1367268;1378382;1378509;1379969;1387104;1388796;1397599;19051649;21017157;40168303;42629079",35803688,"Bevacizumab monotherapy"
"573","1311078","903643;1311799","1350504",35803553,"ATRA, Cytarabine, Daunorubicin"
"574","1397141","1325363","",35803579,"Erlotinib and Bevacizumab"
"575","1305058","1436678;1310317;955632","1551099",35804231,"CMFT"
"576","1329241","1397599","1305058;1308290;1310317;1311443;1338512;1344905;1350504;1354698;19008264;19078187",35804818,"Bleomycin and Cisplatin"
"577","1350066","1301267;1311078;1350504","1314273;1518254;19068830",35803616,"BEAM"
"578","1338512","1314924","1551099;19008264",35806903,"Doxorubicin and Gemcitabine"
"579","19015523","1314273;19092845","",35806095,"BeRT"
"580","1325363","1337620","",35806594,"Capecitabine and Erlotinib"
"581","1389036","1314924","",35804566,"Gemcitabine and Mitomycin"
"582","1378509","","1308290;1310317;1314273;1338512;1350504;1378382;1397141;1397599;19078187",35804433,"Topotecan monotherapy"
"583","1318011","1315942;1337620","",35805346,"Capecitabine, Docetaxel, Oxaliplatin, RT"
"584","1338512","1311443;1310317;1308290","1350504;1367268;19078187",35805457,"VAdCA"
"585","1338512","1310317;955632;1500211","",35804352,"CAF and MPA"
"586","1305058","1314273","1308290;1310317;1311078;1338512;1341149;1350504;1351779;1391846;1397599;1518254;1550557;1551099;19008336;19051649;19078187;19136750;19137385;40175460",35804420,"Methotrexate and Rituximab"
"587","1389464","","955632;1388796",35804341,"Levamisole monotherapy"
"588","1350066","19137385","",35804411,"BCNU/TT, then auto HSCT"
"589","1338512","1314273;1551099;1310317;1350504;1308290","1305058;1311078;1518254;19008336;19078187;19136750",35805060,"R-EPOCH"
"590","1397599","1344354","955632;1310317;1314924;1337620;1350504;1354698;1378382;1391846;19078187",35807022,"Cisplatin and Epirubicin"
"591","1397141","1315942","955632;1388796;1397599",35804207,"Docetaxel and Bevacizumab"
"592","1350066","1314273;1551099;1310317;1350504","",35805047,"CBV, then auto HSCT"
"593","1378382","1387104","1344905;1359548;42801287",35101467,"nab-Paclitaxel and Trastuzumab"
"594","1305058","1326481;1518254;1350504","",35805467,"MESA"
"595","1311078","1304107;1309188","",35804075,"HAM and Imatinib"
"596","1312706","1310317;1395557","1314273",35804576,"FCA"
"597","40238188","45892628","",35806133,"Ipilimumab, then Nivolumab"
"598","955632","","1301267;1305058;1308290;1309188;1310317;1311078;1314924;1315411;1315942;1318011;1337620;1338512;1344354;1344905;1350504;1367268;1368823;1377141;1378382;1387104;1388796;1389036;1389464;1397141;1397599;1436678;1500211;1551099;19051649;19086176;19100985;19136210;19137385;35603068;40168303;40244266;44818489",35804769,"Fluorouracil monotherapy"
"599","1338512","1326481;1310317;1518254;1308290","",35804060,"Augmented Hyper-CVAD and Asparaginase"
"600","1378382","1344354","1310317;1397599",35804215,"EP"
"601","19051649","1397141","",35804264,"Doxorubicin pegylated liposomal and Bevacizumab"
"602","1318011","1344354;955632","",35805338,"EOF"
"603","19078097","1311078;1551860","",35803542,"IAP"
"604","1305058","1397599;19078187;1314273;1311078;1518254;1350504","",35805059,"R-DHAP/R-VIM"
"605","1311443","1308290","1310317;1338512;1350504;1367268;19078187",35807172,"Dactinomycin and Vincristine"
"606","1397599","1350504","955632;1301267;1305058;1308290;1309161;1310317;1311078;1314273;1329241;1336825;1338512;1344354;1367268;1388796;1391846;1397141;1506270;1518254;19008264;19078187;19137042;40167582",35805334,"Cisplatin, Etoposide, RT"
"607","1351541","1356461","",35806828,"Flutamide, Leuprolide, RT"
"608","1338512","1314273;1336825;1551099;1310317;1308290","",35805116,"VR-CHOP"
"609","1366310","1344381","",35806830,"Bicalutamide and Goserelin"
"610","1338512","1305058;1314273;1551099;1310317;1308290","1311078;1350504;1518254;19008336;19078187;19136750",35806085,"R-M-CHOP"
"611","1301267","1336825","1310317;1338512;1350504;1397599;1518254;1551099;19026972;19137042;35605744",35803999,"Bortezomib and Melphalan"
"612","1380068","1379969","1304107;1518254;1714165;19137042",35804635,"Interferon alfa monotherapy"
"613","1344905","1378382","1314924;1337620;1350504;1387104;1397141;40238188;42629079;45775965;45892579",35804318,"Carboplatin and nab-Paclitaxel"
"614","1305058","1436650","903643;1308290;1310317;1311078;1338512;1350504;1437379;1518254;1550557;1551099;19008264;19012585;19078097;19128219",35803565,"Mercaptopurine and Methotrexate"
"615","1350066","1310317;1350504","1309188;1311078;1314273;1551099",35804003,"CBV"
"616","19078187","1343346;1314924;1550557","",35806974,"IGEV and G-CSF"
"617","1378382","1397599;1314924","",35804154,"PGC"
"618","1397141","1379969","",35806902,"Bevacizumab and Interferon alfa-2a"
"619","1314273","1310317;1395557;1309188","",35804600,"R-FCM"
"620","792649","1304044","",35804294,"Abemaciclib and Fulvestrant"
"621","19078187","1314273;1343346;1551099;1309188","",35805065,"R-NIMP"
"622","1338512","1551099;1310317;1350504;1308290","1305058;1311078;1314273;1329241;1344905;1351779;1394337;1518254;19008336;19078187;19136750;35197850",35803698,"CHOEP-21"
"623","1338512","1314273;1551099;1310317;1308290","1305058;1311078;1336825;1350504;1397599;1518254;1593155;19008336;19026972;19078187;19136750",35805033,"R-MegaCHOP-14"
"624","1301267","1518254","1308290;1310317;1311078;1314273;1336825;1338512;1350066;1350504;1397599;1551099;19026972;19137042",35806055,"M-DEX"
"625","1593273","42709322","",35806900,"Axitinib and Avelumab"
"626","40238188","45892628","",35806134,"Nivolumab, then Ipilimumab"
"627","1350066","19068830;1301267;1314273;1311078;1350504","",35804016,"Z-BEAM"
"628","1301267","","955632;1308290;1310317;1311078;1312706;1314273;1333357;1336825;1338512;1350066;1350504;1395557;1397599;1436678;1506270;1518254;1550557;1551099;19015523;19026972;19054821;19068830;19137042;35605744;36879099;42873638",35806090,"Melphalan and TBI, then auto HSCT"
"629","35200763","","",35804603,"Duvelisib monotherapy"
"630","1318011","1388796;1315411;955632","",35804793,"FOLFOX4 and Cetuximab"
"631","43014237","","1310317;1336825;1518254;1551099;35604032;35605744;42873638;45775965",35806317,"Pomalidomide monotherapy"
"632","1338512","1314273;1551099;1310317;1308290","1305058;1311078;1336825;1350504;1397599;1518254;1593155;19008336;19026972;19078187;19136750",35805042,"R-MegaCHOP"
"633","35603017","","19051649",35806490,"Trabectedin monotherapy"
"634","1594187","","",35806423,"Brigatinib monotherapy"
"635","1344354","1551099;1310317;1308290","",35805091,"CEOP"
"636","1305058","955632","1308290;1310317;1311078;1338512;1344354;1368823;1388796;1436678;1551099;19137385",35804805,"Fluorouracil and Methotrexate"
"637","35603017","19051649","",35806487,"Doxorubicin pegylated liposomal and Trabectedin"
"638","43532299","43532497","",35804100,"Dabrafenib and Trametinib"
"639","1333357","19137385;1310317","",35804430,"Bu/TT/Cy, then auto HSCT"
"640","1329241","1391846;19008264","1338512",35805861,"CVB"
"641","1314273","1337651","1310317;1350504;1551099",35805650,"Vorinostat and Rituximab"
"642","1314865","1311078;1551099;1311799;1308290","",35803533,"D-ZAPO"
"643","1344905","1350504","1305058;1308290;1310317;1314273;1338512;1354698;1378382;1397141;1518254;1550557;1551099;19008336;19026972;19078187;35197850;40167582;42629079",35807021,"Carboplatin and Etoposide, then auto HSCT"
"644","793846","","1337620;1378382",35804306,"Neratinib monotherapy"
"645","19012585","1551099;1311799;1308290","1304107;1305058;1310317;1311078;1314273;19136750",35804062,"Daunorubicin, L-Asparaginase, Vincristine, Prednisone"
"646","1338512","1310317","955632;1301267;1304107;1305058;1308290;1311078;1311409;1311443;1312706;1314273;1315942;1326481;1329241;1336825;1344905;1350066;1350504;1351779;1358436;1367268;1368823;1378382;1378509;1380068;1387104;1391846;1394337;1397141;1397599;1436650;1436678;1437379;1500211;1506270;1518254;1550557;1551099;1593155;19008264;19008336;19011440;19012585;19026972;19051642;19054997;19078187;19086176;19136750;19137042;35197850;40167582;40241969;43013182;44507676",35804208,"ddAC"
"647","1309770","","984232;1308432;1311409;1350066;1379969;1380068;1397599;19008264;46221699",35806131,"High-dose Interleukin-2"
"648","19078097","1311078;1350504","903643;1309188;1437379",35803460,"AIE"
"649","1378382","1397599","955632;1305058;1311409;1314924;1338512;1344354;1397141;19078187",35804527,"Cisplatin and Paclitaxel"
"650","1338512","1329241;1305058;1551099;1310317;1308290","1311078;1350504",35805102,"MACOP-B"
"651","19011440","1436678","",35804296,"Everolimus and Tamoxifen"
"652","1310317","1309188;1308290;1550557","1329241;1350504",35102026,"CNOP (Prednisolone)"
"653","1338512","1397599;19137042;1310317;1518254;1350504","1301267;1336825",35806327,"DTPACE"
"654","1311078","1380068","",35804627,"Cytarabine and Interferon alfa-2b"
"655","1338512","1329241;1551099;19008264;1394337;1350504;1308290","",35805756,"Stanford V"
"656","1397141","1341149","",35806135,"Temozolomide and Bevacizumab"
"657","1397141","1314273","",35805645,"Bevacizumab and Rituximab"
"658","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35804782,"Nordic FLOX"
"659","1397599","1344354;955632","1314924",35805356,"ECF, then 5-FU and RT, then ECF"
"660","1310317","19054825","1309188;1314273",35804571,"CC"
"661","1397599","1367268;1350504","",35806947,"Cisplatin, Etoposide, Irinotecan"
"662","1378382","","793846;955632;1305058;1310317;1311409;1314273;1314924;1318011;1337620;1338512;1343346;1344354;1344905;1350504;1359548;1366689;1378509;1387104;1397141;1397599;19078187;40167554;40238188;42629079;42801287;43525787;43533090;44818489;45775965;45892579",35804320,"nab-Paclitaxel monotherapy"
"663","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35804773,"FOLFOX2"
"664","1551099","1310317;955632","1305058;1308290;1311078;1338512;1436678",35804328,"CFP"
"665","903643","","1305058;1309188;1311078;1311799;1333379;1350504;1436650;1437379;19078097;42799711",35803552,"ATRA monotherapy"
"666","1395557","","1301267;1304850;1309188;1310317;1311078;1312706;1314273;1318011;1333357;1518254;1551099;19009705;19015523;19051599;19054997;19068830;19078097;19137385;40167582;44507676",35804598,"Fludarabine monotherapy"
"667","1301267","19054821","",35803618,"Clofarabine and Melphalan"
"668","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35804774,"FOLFOX 7/sLV5FU2"
"669","1305058","19078187;1350504","1308290;1310317;1311078;1314273;1329241;1338512;1354698;1397599;1518254;1551099;19008336;19012585;19051649;19136750",35805125,"Etoposide, Ifosfamide, Methotrexate"
"670","1397599","1315942;1388796;955632","1397141",35802849,"mDCF"
"671","19024728","","745466;1311078;19054821;35604205",35803471,"Decitabine monotherapy"
"672","1310317","955632;1309188","",35804340,"FNC"
"673","1305058","1310317;955632;1308290","1311078;1338512;1551099",35804355,"CMFV"
"674","40166461","","1389888",35804816,"Pralatrexate monotherapy"
"675","36879099","","1301267;1311078;1350504",35806130,"Fotemustine monotherapy"
"676","42874135","","1310317;1314273;1551099;19051649",35804067,"Vincristine liposomal monotherapy"
"677","1338512","1310317;1518254;1308290","1301267;1304107;1305058;1311078;1314273;1326481;1329241;1336825;1350066;1350504;1358436;1397599;1436650;1437379;1506270;1551099;19008336;19011440;19012585;19078187;19136750;43013182",35806267,"CVAD"
"678","1305058","1314273;1351779","1308290;1391846",35804427,"R-MP"
"679","19012585","1518254;1308290","1305058;1310317;1311078;1311799;1338512;1350504;1436650;1437379",35804091,"L-Asparaginase, Vincristine, Dexamethasone"
"680","1350066","1311409;1377141","",35806142,"BHD"
"681","1338512","1397599;1310317","1301267;1305058;1308290;1311078;1311443;1314273;1329241;1336825;1350504;1368823;1518254;1551099;19008264;19137042",35804157,"CISCA"
"682","1338512","1329241;1506270;19008264;1311409","",35805843,"ABVDm"
"683","19078187","1354698;1350504","1305058;1309188;1314273;1344905;1518254;19012585;19026972;40167582",35805454,"IE"
"684","1388796","1367268;955632","1314924;1315411;1318011;1397141;19100985;40244266;44818489",35804761,"FOLFIRI"
"685","1378382","1397141;1378509","",35804544,"Paclitaxel, Topotecan, Bevacizumab"
"686","35605744","1518254;43014237","",35806326,"Dara-PD"
"687","44507676","","1308290;1310317;1338512;1390051;1395557;1551099;19015523;35604205;44507848",35804583,"Obinutuzumab monotherapy"
"688","1338512","1305058;1310317;1350504;1308290","1311078;1314273;1329241;1351779;1394337;1518254;1550557;1551099;19008336;19078187;19136750",35806949,"VMV-VAC"
"689","19137042","42873638;1518254","1310317",35806265,"KTd"
"690","1338512","19026972;1314273;1551099;1310317;1308290","",35805045,"R2CHOP"
"691","19054997","1551099;1310317;1308290","1338512",35805657,"CVP, then 131Iodine-Tositumomab"
"692","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35805354,"FOLFOX4 and RT"
"693","1315942","1367268","",35805366,"Docetaxel and Irinotecan"
"694","1312706","","1301267;1308290;1310317;1314273;1338512;1395557;1506270;1551099",35803595,"Alemtuzumab monotherapy"
"695","1318011","1314273;1311078;1518254","",35805057,"R-DHAOx"
"696","1338512","1310317;955632","1305058;1308290;1311078;1397141;1500211;1551099;19086176",35804216,"FAC"
"697","1397599","1310317;1350504","1301267;1308290;1336825;1338512;1344354;1391846;1518254;19137042",35805098,"DICEP"
"698","1338512","1305058;1551099;1310317;1308290","955632;1311078;1314273;1329241;1350504;1351779;1394337;1518254;19008336;19078187;19136750",35804370,"COPADM"
"699","1305058","43533115;1518254","",35102032,"AspaMetDex (Erwinaze)"
"700","1551099","1309188","1308290;1310317;1314273;1329241;1343346;1350504;1351779;1390051;1395557;19008264;19078187",35806859,"Mitoxantrone and Prednisone"
"701","1338512","1305058;19078187;1314273;1311078;1310317;1350504;1308290","1518254;1551099;19008336;19136750",35806087,"R-MACLO/R-IVAM"
"702","1750500","1713332;923645","",35805035,"Helicobacter pylori eradication therapy"
"703","44507848","44507676","",35804582,"Ibrutinib and Obinutuzumab"
"704","984232","1379969","1397599",35806907,"Interferon alfa-2a and Isotretinoin"
"705","1333357","1310317;1395557","",35803705,"FluBuCy, then allo HSCT"
"706","1391846","1551099;19008264;1351779","",35805847,"CVPP"
"707","1507705","","",35806866,"Cortisone monotherapy"
"708","1338512","1390051;1314273;1518254;1308290","",35806089,"R-VAD plus C"
"709","1390051","44507676","",35804572,"Chlorambucil and Obinutuzumab"
"710","1318011","1366689","1397141",35804784,"SOX"
"711","1311078","1311799;1308290","1305058;1310317;1314865;1350504;1394023;1437379;1518254;1550557;1551099;19012585;19136750",35803527,"Cytarabine, Daunorubicin, Vincristine"
"712","19137042","1518254","1301267;1308290;1310317;1336825;1338512;1350504;1397599;19015523;19051649;35605744;42873638;46221435",35806268,"TD"
"713","1311078","","794068;903643;955632;1301267;1304107;1304850;1305058;1308290;1309188;1310317;1311799;1314273;1314865;1318011;1326481;1329241;1337651;1338512;1344905;1350066;1350504;1355795;1358436;1363387;1380068;1391846;1394023;1395557;1397599;1436650;1437379;1506270;1518254;1550557;1551099;1551860;1594003;19002912;19008336;19009705;19011440;19012585;19015523;19017810;19024728;19051599;19051649;19054821;19054825;19057483;19068830;19078097;19078187;19128219;19136750;19137385;35604205;36879099;40167582;40175460;42799711;43013182;45775576;46221435",35803436,"IDAC"
"714","1387104","1436678","",35804305,"Trastuzumab and ET"
"715","955632","1308290","1305058;1310317;1311078;1338512;1551099",35804804,"MOF"
"716","1329241","1305058;1397599","1308290;1310317;1311443;1338512",35806627,"BMP"
"717","1344905","1378382;45775965","",35806414,"Carboplatin, nab-Paclitaxel, Pembrolizumab"
"718","1338512","1390051;1551099;19008264;1351779;1350504;1308290","",35805850,"LOPP/EVAP"
"719","1304107","","1305058;1308290;1309188;1310317;1311078;1311799;1338512;1377141;1379969;1380068;1436650;1518254;1551099;1714165;19012585;19078097",35804631,"Imatinib monotherapy, intermittent therapy"
"720","1318011","40168303;955632","1315411;1367268;1397141",35101644,"mFOLFOX6 (L-Leucovorin)"
"721","1337620","","793846;955632;1304044;1314924;1315411;1315942;1318011;1325363;1341149;1344354;1344905;1359548;1363387;1367268;1378382;1387104;1389036;1397141;1397599;19025348;19100985;42801287",35806890,"Capecitabine and RT"
"722","1338512","1305058;1506270;1311078;1310317;1518254;1308290","19011440",35804049,"Hyper-CVAD/MA"
"723","1344381","","1315942;1351541;1356461;1366310",35806840,"Bicalutamide monotherapy"
"724","1338512","1437379;1311078;1310317;1518254;1308290","1305058;1436650;19012585",35101481,"CALGB 8811 late intensification"
"725","1314924","","955632;1308290;1310317;1311409;1314273;1315411;1315942;1318011;1325363;1326481;1336539;1337620;1338512;1343346;1344354;1344905;1366689;1367268;1378382;1387104;1388796;1389036;1397141;1397599;1518254;1550557;1551099;19008264;19012585;19015523;19051649;19078187;19137042;35606215",35804152,"Gemcitabine and RT"
"726","19054997","1395557","",35805658,"Fludarabine, then 131Iodine-Tositumomab"
"727","1305058","1311078;1310317","794068;955632;1304107;1308290;1314273;1329241;1338512;1350504;1358436;1436650;1437379;1506270;1518254;1551099;19008336;19011440;19012585;19051649;19078187;19136750;40175460;43013182",35806639,"HyperCHidam"
"728","1344905","1344354;955632","",35806591,"FLEC"
"729","19012585","1308290;1550557","1310317;1311799;1338512",35805466,"LVP .22Sandwich.22"
"730","1389036","955632","1338512;1388796;1397599",35803673,"Fluorouracil, Mitomycin, RT"
"731","1338512","19136210;955632","",35806579,"FAS"
"732","1336539","","1314924",35805691,"Sunitinib monotherapy"
"733","1305058","955632","1308290;1310317;1311078;1338512;1344354;1368823;1388796;1436678;1551099;19137385",35804342,"MF"
"734","1310317","1395557","1309188;1312706;1314273;1333357;19068830;19137385;40167582;44507676",35804619,"FC, then allo HSCT"
"735","1397599","1314924","955632;1314273;1325363;1326481;1344354;1366689;1378382;1397141;1518254;1551099;19078187;19137042;35606215",35804533,"Cisplatin, Gemcitabine, RT"
"736","19012585","1308290;1550557","1310317;1311799;1338512",35804092,"L-Asparaginase, Vincristine, Prednisolone"
"737","1305058","1436650;1551099;1308290","1338512;19012585",35803537,"VAMP (Amethopterin)"
"738","19078187","1354698","1305058;1309188;1310317;1311443;1314273;1329241;1338512;1343346;1344354;1344905;1350504;1397599;1518254;19012585;19026972;40167582",35804542,"Ifosfamide monotherapy"
"739","45892531","","",35804056,"Blinatumomab monotherapy"
"740","1344905","42629079;1350504","",35806941,"Carboplatin, Etoposide, Atezolizumab"
"741","35603068","1388796;955632","",35806595,"Fluorouracil, Folinic acid, nanoliposomal Irinotecan"
"742","1318011","1388796;1367268;1314924;955632","",35806589,"mFOLFIRINOX, Gemcitabine, RT"
"743","1366310","","1344381;1348265;1356461;1436678",35806829,"Goserelin and RT"
"744","1397599","984232;1379969","",35804823,"Cisplatin, Interferon alfa-2a, Isotretinoin"
"745","1311443","","1305058;1308290;1310317;1329241;1338512;1350504;1354698;1367268;1390051;1397599;19078187",35805247,"Dactinomycin monotherapy"
"746","1318011","1388796;955632","1314924;1315411;1315942;1367268;1397141;19100985",35806596,"FOLFOX"
"747","40167582","45776944","",35804604,"Idelalisib and Ofatumumab"
"748","1338512","19078187","1305058;1308290;1310317;1311078;1311409;1311443;1314273;1329241;1350504;1354698;1367268;1378509;1397599;1518254;1551099;19008336;19136750",35806966,"Doxorubicin, Ifosfamide, RT"
"749","1338512","1551099;1310317;1350504;1308290","1305058;1311078;1314273;1329241;1344905;1351779;1394337;1518254;19008336;19078187;19136750;35197850",35803700,"DA-EPOCH"
"750","1311078","1436650;1310317","1304107;1305058;1308290;1326481;1338512;1350504;1437379;1518254;19002912;19012585",35804036,"Cyclophosphamide, Cytarabine, Mercaptopurine"
"751","1344905","1378382;1397141","42629079",35806401,"Carboplatin, Paclitaxel, Bevacizumab"
"752","40242675","","",35806424,"Crizotinib monotherapy"
"753","1594003","","1311078;1311799",35803513,"Midostaurin monotherapy"
"754","1389036","43008996","",35805686,"Doxifluridine and Mitomycin"
"755","19026972","1337651;1518254","",35806334,"ZRd"
